Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_1mb,2925,0,4,6.744546564067659,2.4997999989864184,316.94729999981064,1040095.0,49.26150738357701,0.0,4,5,6,6,9,16,43,55,310,320,320
,Aggregated,2925,0,4,6.744546564067659,2.4997999989864184,316.94729999981064,1040095.0,49.26150738357701,0.0,4,5,6,6,9,16,43,55,310,320,320
