Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,texto_400kb,4427,276,1900,1745.2236411113652,6.615899999815156,4699.419399999897,439852.8220013553,74.20807298868829,4.626480267648061,1900,2100,2300,2400,2600,2800,3100,3500,4200,4700,4700
,Aggregated,4427,276,1900,1745.2236411113652,6.615899999815156,4699.419399999897,439852.8220013553,74.20807298868829,4.626480267648061,1900,2100,2300,2400,2600,2800,3100,3500,4200,4700,4700
