Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_1mb,5769,0,5,9.925653388799192,2.294399999300367,309.0991999997641,1040095.0,97.3488772536993,0.0,5,7,8,9,13,21,93,120,160,310,310
,Aggregated,5769,0,5,9.925653388799192,2.294399999300367,309.0991999997641,1040095.0,97.3488772536993,0.0,5,7,8,9,13,21,93,120,160,310,310
