Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,texto_400kb,2709,0,130,150.25679653007452,93.73959999902581,975.948100000096,468937.0,45.6544626637676,0.0,130,140,150,150,200,270,410,590,970,980,980
,Aggregated,2709,0,130,150.25679653007452,93.73959999902581,975.948100000096,468937.0,45.6544626637676,0.0,130,140,150,150,200,270,410,590,970,980,980
