Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,texto_400kb,3861,0,900,989.4084469826732,132.26179999946908,5575.5702999995265,468937.0,65.04600905397983,0.0,900,1100,1200,1400,1700,2000,2400,3000,5000,5600,5600
,Aggregated,3861,0,900,989.4084469826732,132.26179999946908,5575.5702999995265,468937.0,65.04600905397983,0.0,900,1100,1200,1400,1700,2000,2400,3000,5000,5600,5600
