Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_1mb,2824,0,5,9.625955665731237,2.832699999999022,317.7477999997791,1040095.0,48.38605533786526,0.0,5,7,8,9,13,19,69,100,310,320,320
,Aggregated,2824,0,5,9.625955665731237,2.832699999999022,317.7477999997791,1040095.0,48.38605533786526,0.0,5,7,8,9,13,19,69,100,310,320,320
