Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_1mb,2873,0,5,8.204769509218501,2.4319999993167585,696.5180999995937,1040095.0,48.49916741032952,0.0,5,6,7,8,12,21,49,61,310,700,700
,Aggregated,2873,0,5,8.204769509218501,2.4319999993167585,696.5180999995937,1040095.0,48.49916741032952,0.0,5,6,7,8,12,21,49,61,310,700,700
