Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,texto_400kb,3856,0,810,1017.1770085840317,88.01569999923231,6395.138699999734,468937.0,64.87276545507386,0.0,810,1200,1400,1500,1800,2200,5000,5500,6200,6400,6400
,Aggregated,3856,0,810,1017.1770085840317,88.01569999923231,6395.138699999734,468937.0,64.87276545507386,0.0,810,1200,1400,1500,1800,2200,5000,5500,6200,6400,6400
