Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_300kb,8350,0,3,5.635100407180398,1.3992999993206467,313.47700000151235,301968.0,140.80270245175637,0.0,3,4,4,4,6,8,62,78,100,310,310
,Aggregated,8350,0,3,5.635100407180398,1.3992999993206467,313.47700000151235,301968.0,140.80270245175637,0.0,3,4,4,4,6,8,62,78,100,310,310
