Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_300kb,2927,0,3,3.747155620086569,1.4406999998755055,301.8754999993689,301968.0,49.33935068931398,0.0,3,3,3,3,4,5,26,30,34,300,300
,Aggregated,2927,0,3,3.747155620086569,1.4406999998755055,301.8754999993689,301968.0,49.33935068931398,0.0,3,3,3,3,4,5,26,30,34,300,300
