Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_300kb,2930,0,3,3.8921750512028677,1.484300000811345,40.258699998958036,301968.0,49.37631948689976,0.0,3,3,3,4,4,6,31,35,40,40,40
,Aggregated,2930,0,3,3.8921750512028677,1.484300000811345,40.258699998958036,301968.0,49.37631948689976,0.0,3,3,3,4,4,6,31,35,40,40,40
