Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,texto_400kb,2734,0,110,122.16846298463977,89.6283999991283,802.912600000127,468937.0,46.1022514012875,0.0,110,120,120,130,140,160,270,340,780,800,800
,Aggregated,2734,0,110,122.16846298463977,89.6283999991283,802.912600000127,468937.0,46.1022514012875,0.0,110,120,120,130,140,160,270,340,780,800,800
