Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,texto_400kb,4156,0,1900,1949.8590880173197,99.19690000060655,15874.070800000482,468937.0,70.11450845466857,0.0,1900,2100,2300,2400,2800,3400,5800,8100,16000,16000,16000
,Aggregated,4156,0,1900,1949.8590880173197,99.19690000060655,15874.070800000482,468937.0,70.11450845466857,0.0,1900,2100,2300,2400,2800,3400,5800,8100,16000,16000,16000
