Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_300kb,5828,0,3,4.862049056281684,1.4121000003797235,318.64589999895543,301968.0,98.21469380696752,0.0,3,3,4,4,5,7,47,61,71,320,320
,Aggregated,5828,0,3,4.862049056281684,1.4121000003797235,318.64589999895543,301968.0,98.21469380696752,0.0,3,3,4,4,5,7,47,61,71,320,320
