Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,imagem_300kb,8342,0,3,5.4311924358741,1.3587999983428745,310.15449999904376,301968.0,140.7784886247514,0.0,3,4,4,4,6,8,54,70,84,310,310
,Aggregated,8342,0,3,5.4311924358741,1.3587999983428745,310.15449999904376,301968.0,140.7784886247514,0.0,3,4,4,4,6,8,54,70,84,310,310
